Line#,Date,"Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap","Temperature (RXW-GP4 21474793:21124502-6), *C, Soap","Temperature (RXW-GP4 21474793:21124502-10), *C, Soap","Temperature (RXW-GP4 21474793:21124502-9), *C, Soap","Water Content (RXW-GP4 21474793:21124502-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-7), *C, Soap","Water Content (RXW-GP4 21474793:21124502-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-11), *C, Soap","Water Content (RXW-GP4 21474793:21124502-4), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124502-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-5), *C, Soap","Temperature (RXW-GP4 21474793:21124502-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-6), *C, Soap","Water Content (RXW-GP4 21474793:21124506-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-9), *C, Soap","Temperature (RXW-GP4 21474793:21124506-5), *C, Soap","Water Content (RXW-GP4 21474793:21124506-1), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-7), *C, Soap","Temperature (RXW-GP4 21474793:21124506-10), *C, Soap","Temperature (RXW-GP4 21474793:21124506-11), *C, Soap"
888,01/12/24 17:45:00,0.413,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.6,5.5,0.414,5.6,0.303,6.1,1.3,7.0,2.6,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.5,4.0,5.0,2.7,0.000,0.0,2.0,0.448,0.648,0.000,3.8,0.0,0.0
889,01/12/24 17:50:00,0.413,7.0,0.472,6.5,2.3,0.341,4.7,0.392,3.6,1.7,5.5,0.414,5.6,0.303,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.7,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.5,4.0,5.0,2.8,0.639,5.5,1.8,0.448,0.648,0.637,3.8,6.3,7.0
890,01/12/24 17:55:00,0.413,7.0,0.472,6.5,2.3,0.341,4.7,0.390,3.6,1.7,5.5,0.414,5.8,0.303,6.1,1.2,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.6,4.0,5.0,2.7,0.000,0.0,1.8,0.448,0.648,0.000,3.8,0.0,0.0
891,01/12/24 18:00:00,0.413,7.0,0.472,6.3,2.3,0.341,4.7,0.389,3.7,1.6,5.5,0.414,5.8,0.303,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.5,4.0,4.8,2.8,0.639,5.5,1.8,0.448,0.648,0.637,3.8,6.3,7.0
892,01/12/24 18:05:00,0.413,7.0,0.472,6.5,2.3,0.341,4.7,0.390,3.6,1.6,5.5,0.414,5.6,0.303,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.5,4.0,5.0,2.7,0.639,5.5,2.0,0.447,0.648,0.637,3.8,6.3,7.0
893,01/12/24 18:10:00,0.413,7.0,0.472,6.5,2.3,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.6,0.303,6.1,1.3,7.0,2.6,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.5,4.0,5.0,2.7,0.000,0.0,1.8,0.447,0.648,0.000,3.8,0.0,0.0
894,01/12/24 18:15:00,0.413,7.0,0.472,6.3,2.2,0.341,4.7,0.390,3.6,1.7,5.5,0.412,5.6,0.303,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.8,0.160,6.8,0.340,0.218,1.5,4.0,4.8,2.8,0.639,5.5,1.8,0.447,0.648,0.637,3.8,6.3,7.0
895,01/12/24 18:20:00,0.413,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.6,0.303,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.7,1.8,6.0,5.0,0.278,2.7,0.160,6.8,0.340,0.218,1.6,4.0,5.0,2.7,0.639,5.5,2.0,0.447,0.648,0.637,3.8,6.3,7.0
896,01/12/24 18:25:00,0.413,7.0,0.472,6.5,2.3,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.6,0.303,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.6,0.340,0.218,1.6,4.0,4.8,2.7,0.000,0.0,1.8,0.447,0.648,0.000,3.8,0.0,0.0
897,01/12/24 18:30:00,0.413,7.0,0.472,6.5,2.3,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.6,0.303,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.5,4.0,4.8,2.8,0.639,5.5,1.8,0.447,0.648,0.637,3.8,6.1,7.0
898,01/12/24 18:35:00,0.413,7.0,0.472,6.5,2.3,0.341,4.7,0.389,3.6,1.6,5.5,0.412,5.6,0.303,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.5,4.0,4.8,2.7,0.639,5.5,1.8,0.447,0.648,0.637,3.8,6.1,7.0
899,01/12/24 18:40:00,0.413,7.0,0.472,6.5,2.2,0.341,4.7,0.390,3.6,1.7,5.5,0.412,5.6,0.303,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.5,4.0,5.0,2.8,0.000,0.0,1.8,0.447,0.648,0.000,3.8,0.0,0.0
900,01/12/24 18:45:00,0.413,7.0,0.472,6.3,2.2,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.6,0.303,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.5,4.1,5.0,2.8,0.000,0.0,2.0,0.447,0.648,0.000,3.8,0.0,0.0
901,01/12/24 18:50:00,0.413,7.0,0.472,6.5,2.3,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.6,0.303,6.1,1.3,7.0,2.6,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.5,4.0,4.8,2.7,0.000,0.0,1.8,0.447,0.648,0.000,3.8,0.0,0.0
902,01/12/24 18:55:00,0.413,7.0,0.472,6.5,2.2,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.6,0.303,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,2.0,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.5,4.0,4.8,2.7,0.639,5.5,2.0,0.447,0.648,0.637,3.8,6.3,7.0
903,01/12/24 19:00:00,0.413,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.6,0.303,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.5,4.0,4.8,2.8,0.639,5.5,2.0,0.447,0.648,0.637,3.8,6.3,7.0
904,01/12/24 19:05:00,0.413,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.6,0.303,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.8,0.160,6.8,0.340,0.218,1.5,4.0,4.8,2.7,0.639,5.5,1.8,0.447,0.648,0.637,3.8,6.1,7.0
905,01/12/24 19:10:00,0.413,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.6,0.303,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.6,0.340,0.218,1.6,4.0,5.0,2.7,0.639,5.5,1.8,0.447,0.648,0.637,3.8,6.1,7.0
906,01/12/24 19:15:00,0.413,7.0,0.472,6.5,2.2,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.6,0.303,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.6,4.0,5.0,2.8,0.000,0.0,1.8,0.447,0.648,0.000,3.8,0.0,0.0
907,01/12/24 19:20:00,0.413,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.6,0.303,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,2.0,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.5,4.0,5.0,2.7,0.639,5.5,1.8,0.446,0.648,0.637,3.8,6.3,7.0
908,01/12/24 19:25:00,0.413,7.0,0.472,6.5,2.3,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.6,0.303,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.6,0.340,0.218,1.5,4.0,5.0,2.7,0.000,0.0,1.8,0.446,0.648,0.000,3.8,0.0,0.0
909,01/12/24 19:30:00,0.413,7.0,0.472,6.5,2.3,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.8,0.303,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.5,4.0,4.8,2.7,0.639,5.5,1.8,0.446,0.648,0.637,3.8,6.3,7.0
910,01/12/24 19:35:00,0.413,7.0,0.472,6.5,2.3,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.6,0.303,6.1,1.3,7.0,2.6,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.6,4.0,5.0,2.7,0.639,5.5,1.8,0.446,0.648,0.637,3.8,6.1,7.0
911,01/12/24 19:40:00,0.413,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.6,0.303,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.5,4.0,5.0,2.8,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.3,7.0
912,01/12/24 19:45:00,0.413,7.0,0.472,6.5,2.2,0.341,4.7,0.390,3.6,1.7,5.5,0.412,5.6,0.303,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.5,4.0,4.8,2.8,0.000,0.0,1.8,0.446,0.648,0.000,3.8,0.0,0.0
913,01/12/24 19:50:00,0.413,7.0,0.472,6.3,2.3,0.341,4.7,0.392,3.6,1.6,5.5,0.412,5.6,0.303,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.5,4.0,5.0,2.7,0.639,5.5,1.8,0.446,0.648,0.637,3.8,6.3,7.0
914,01/12/24 19:55:00,0.413,7.0,0.472,6.5,2.2,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.8,0.303,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.6,0.340,0.218,1.5,4.0,4.8,2.8,0.000,0.0,1.8,0.446,0.648,0.000,3.8,0.0,0.0
915,01/12/24 20:00:00,0.413,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.7,1.6,5.5,0.412,5.6,0.303,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,2.0,6.0,5.0,0.277,2.7,0.160,6.6,0.340,0.218,1.5,4.0,5.0,2.7,0.639,5.5,1.8,0.446,0.648,0.637,3.8,6.3,7.0
916,01/12/24 20:05:00,0.413,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.6,0.303,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.5,4.0,4.8,2.7,0.639,5.5,1.8,0.446,0.648,0.637,3.8,6.3,7.0
917,01/12/24 20:10:00,0.413,7.0,0.472,6.5,2.2,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.6,0.303,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.278,2.7,0.160,6.8,0.340,0.218,1.5,4.0,4.8,2.7,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,7.0
918,01/12/24 20:15:00,0.413,7.0,0.472,6.5,2.2,0.341,4.7,0.389,3.6,1.6,5.5,0.412,5.8,0.303,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.6,4.0,4.8,2.7,0.000,0.0,1.8,0.446,0.648,0.000,3.8,0.0,0.0
919,01/12/24 20:20:00,0.413,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.6,0.303,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,2.0,6.0,5.0,0.278,2.8,0.160,6.8,0.340,0.218,1.5,4.0,5.0,2.8,0.639,5.5,1.8,0.446,0.648,0.637,3.8,6.1,7.0
920,01/12/24 20:25:00,0.413,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.6,0.303,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.5,4.0,5.0,2.7,0.000,0.0,2.0,0.446,0.648,0.000,3.8,0.0,0.0
921,01/12/24 20:30:00,0.413,7.0,0.472,6.5,2.3,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.6,0.303,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.7,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.5,4.0,5.0,2.7,0.639,5.5,1.8,0.446,0.648,0.637,3.8,6.1,7.0
922,01/12/24 20:35:00,0.413,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.8,0.303,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.5,4.0,5.0,2.7,0.000,0.0,1.8,0.446,0.648,0.000,3.8,0.0,0.0
923,01/12/24 20:40:00,0.413,7.0,0.472,6.5,2.3,0.341,4.7,0.390,3.6,1.7,5.5,0.412,5.6,0.303,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.5,4.0,4.8,2.7,0.639,5.5,1.8,0.446,0.648,0.637,3.8,6.1,7.0
924,01/12/24 20:45:00,0.413,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.6,0.303,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.6,4.0,4.8,2.8,0.000,0.0,2.0,0.446,0.648,0.000,3.8,0.0,0.0
925,01/12/24 20:50:00,0.413,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.6,0.304,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.6,0.340,0.218,1.5,4.0,4.8,2.7,0.639,5.5,1.8,0.446,0.648,0.637,3.8,6.1,7.0
926,01/12/24 20:55:00,0.413,7.0,0.472,6.5,2.3,0.341,4.7,0.389,3.6,1.6,5.5,0.412,5.6,0.304,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,2.0,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.5,4.0,4.8,2.7,0.639,5.5,1.8,0.446,0.648,0.637,3.8,6.1,7.0
927,01/12/24 21:00:00,0.413,7.0,0.472,6.5,2.3,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.6,0.304,6.1,1.3,7.0,2.6,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.6,4.0,4.8,2.7,0.639,5.5,1.8,0.446,0.648,0.637,3.8,6.3,7.0
928,01/12/24 21:05:00,0.413,7.0,0.472,6.5,2.2,0.341,4.7,0.390,3.6,1.7,5.5,0.412,5.6,0.304,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.6,4.0,4.8,2.7,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,7.0
929,01/12/24 21:10:00,0.413,7.0,0.472,6.3,2.2,0.341,4.7,0.389,3.6,1.6,5.5,0.412,5.8,0.304,6.1,1.3,7.0,2.6,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.5,4.0,5.0,2.8,0.000,0.0,1.8,0.446,0.648,0.000,3.8,0.0,0.0
930,01/12/24 21:15:00,0.413,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.6,0.304,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.6,0.340,0.218,1.5,4.0,5.0,2.7,0.000,0.0,1.8,0.446,0.648,0.000,3.8,0.0,0.0
931,01/12/24 21:20:00,0.413,7.0,0.472,6.5,2.3,0.341,4.6,0.389,3.6,1.6,5.5,0.412,5.6,0.305,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.6,0.340,0.218,1.5,4.0,4.8,2.7,0.000,0.0,1.8,0.446,0.648,0.000,3.8,0.0,0.0
932,01/12/24 21:25:00,0.413,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.6,0.305,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.278,2.7,0.160,6.6,0.340,0.218,1.6,4.0,5.0,2.7,0.639,5.5,1.8,0.446,0.648,0.637,3.8,6.1,7.0
933,01/12/24 21:30:00,0.413,7.0,0.472,6.3,2.2,0.341,4.7,0.389,3.6,1.6,5.5,0.412,5.8,0.305,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.5,4.0,4.8,2.8,0.639,5.5,1.8,0.446,0.648,0.637,3.8,6.3,7.0
934,01/12/24 21:35:00,0.413,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.6,0.306,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.8,0.160,6.8,0.340,0.218,1.6,4.0,4.8,2.7,0.639,5.5,1.8,0.446,0.648,0.637,3.8,6.1,6.8
935,01/12/24 21:40:00,0.413,7.0,0.472,6.3,2.2,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.8,0.306,6.1,1.3,7.0,2.6,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.6,4.0,4.8,2.7,0.000,0.0,2.0,0.446,0.648,0.000,3.8,0.0,0.0
936,01/12/24 21:45:00,0.413,7.0,0.472,6.5,2.3,0.341,4.7,0.389,3.6,1.6,5.5,0.412,5.6,0.306,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.5,4.0,5.0,2.7,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,7.0
937,01/12/24 21:50:00,0.413,7.0,0.472,6.5,2.3,0.341,4.7,0.390,3.6,1.7,5.5,0.412,5.6,0.306,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.6,0.340,0.218,1.5,4.0,4.8,2.8,0.000,0.0,1.8,0.446,0.648,0.000,3.8,0.0,0.0
938,01/12/24 21:55:00,0.413,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.7,5.5,0.412,5.6,0.307,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.6,4.0,4.8,2.7,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,7.0
939,01/12/24 22:00:00,0.413,7.0,0.472,6.5,2.3,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.6,0.307,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.6,4.0,4.8,2.8,0.639,5.5,1.8,0.446,0.648,0.637,3.8,6.1,6.8
940,01/12/24 22:05:00,0.413,7.0,0.472,6.3,2.3,0.341,4.7,0.389,3.6,1.6,5.5,0.412,5.6,0.308,6.0,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.5,4.0,4.8,2.7,0.639,5.5,1.8,0.446,0.648,0.637,3.8,6.3,7.0
941,01/12/24 22:10:00,0.413,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.6,0.308,6.1,1.3,7.0,2.5,0.302,0.359,3.7,4.6,1.8,6.0,5.0,0.278,2.7,0.160,6.8,0.340,0.218,1.5,4.0,4.8,2.8,0.000,0.0,2.0,0.446,0.648,0.000,3.8,0.0,0.0
942,01/12/24 22:15:00,0.413,7.0,0.472,6.5,2.3,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.6,0.309,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,2.0,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.6,4.0,5.0,2.8,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.3,7.0
943,01/12/24 22:20:00,0.413,7.0,0.472,6.5,2.2,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.6,0.309,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.278,2.7,0.160,6.8,0.340,0.218,1.5,4.0,4.8,2.7,0.639,5.5,1.8,0.446,0.648,0.637,3.8,6.1,7.0
944,01/12/24 22:25:00,0.413,7.0,0.472,6.3,2.2,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.6,0.310,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.5,4.0,4.8,2.7,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,7.0
945,01/12/24 22:30:00,0.413,7.0,0.472,6.5,2.3,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.6,0.311,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.8,0.160,6.8,0.340,0.218,1.6,4.0,5.0,2.8,0.000,0.0,1.8,0.446,0.648,0.000,4.0,0.0,0.0
946,01/12/24 22:35:00,0.413,7.0,0.472,6.5,2.3,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.6,0.313,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.6,0.340,0.218,1.6,4.0,4.8,2.7,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,7.0
947,01/12/24 22:40:00,0.413,7.0,0.472,6.5,2.2,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.6,0.314,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,2.0,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.6,4.0,4.8,2.7,0.000,0.0,1.8,0.446,0.648,0.000,3.8,0.0,0.0
948,01/12/24 22:45:00,0.413,7.0,0.472,6.5,2.3,0.341,4.7,0.389,3.6,1.6,5.5,0.412,5.6,0.315,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.6,0.340,0.218,1.5,4.0,4.8,2.7,0.639,5.5,1.8,0.446,0.648,0.637,3.8,6.1,7.0
949,01/12/24 22:50:00,0.413,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.7,5.5,0.412,5.6,0.320,6.1,1.3,7.0,2.5,0.302,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.6,4.0,4.8,2.7,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,6.8
950,01/12/24 22:55:00,0.412,7.0,0.472,6.3,2.2,0.341,4.7,0.389,3.6,1.6,5.5,0.412,5.6,0.325,6.1,1.3,7.0,2.5,0.303,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.6,0.340,0.218,1.6,4.0,5.0,2.7,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,6.8
951,01/12/24 23:00:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.6,5.5,0.412,5.6,0.326,6.1,1.3,7.0,2.5,0.383,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.6,4.0,4.8,2.7,0.639,5.5,1.8,0.446,0.648,0.637,3.8,6.3,7.0
952,01/12/24 23:05:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.7,5.5,0.412,5.6,0.328,6.1,1.3,7.0,2.5,0.372,0.357,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.8,0.340,0.218,1.6,4.0,5.0,2.7,0.639,5.5,2.0,0.446,0.648,0.637,3.8,6.1,7.0
953,01/12/24 23:10:00,0.412,7.0,0.472,6.3,2.3,0.341,4.7,0.390,3.6,1.7,5.5,0.427,5.6,0.329,6.1,1.3,7.0,2.5,0.310,0.382,3.7,4.6,1.8,6.0,5.0,0.277,2.7,0.160,6.6,0.340,0.218,1.5,4.0,4.8,2.7,0.000,0.0,1.8,0.446,0.648,0.000,3.8,0.0,0.0
